ID,Hero,Skill Tier,KDA Ratio,"Pick Rate, %",Eliminations / 10min,Objective Time / 10min,Damage / 10min,Healing / 10min,Deaths / 10min,Enemies Slept / 10min,Healing Amplified / 10min,Nano Boost Assists / 10min,Damage Amplified / 10min,Players Resurrected / 10min,Final Blows / 10min,Magnetic Grenade Attaches,Swift Strike Resets / 10min,Damage Reflected / 10min,Ultimates Reflected / 10min,Effects Cleansed / 10min,Kitsune Rush Assists / 10min,"Ally Coalescence Efficiency, %","Enemy Coalescence Efficiency, %",Objective Contest Time / 10min,Recon Assists / 10min,Transcendence Healing / 10min,Knockbacks / 10min,Sound Barriers / 10min,Direct Hits,Enemies Trapped / 10min,Self Healing / 10min,Low Health Recalls / 10min,Pulse Bombs Stuck / 10min,"Average Energy, %",Deaths Prevented / 10min,Amp Matrix Assists / 10min,"Airtime, %",Overhealth / 10min,Inspire Uptime,Enemies Frozen / 10min,Enemies Hacked / 10min,Low Health Teleports / 10min,Average Damage Multiplier,Players Teleported / 10min,"Wound Uptime, %",Role,Life Grip Saves / 10min,Total Kills,"Average Accuracy, %",Win Rate Classification
659,Echo,Grandmaster,3.08,0.92,19.73,54,8537,,7.83,,,,,,10.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,28.730000000000004,30.836666666666662,High
126,Winston,Bronze,3.27,0.38,17.12,120,6766,,7.89,,,,,,,,,,,,,,,74.0,,,,,,,,,,,,,,,,,,,,,,Tank,,14.66,49.5,Low
434,Ana,Diamond,4.09,11.2,9.0,69,2440,7933.0,6.56,4.98,365.09,2.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support,,9.02,56.0,High
855,Roadhog,Diamond,3.68,0.93,17.55,109,8204,,6.77,,,,,,,,,,,,,,,64.0,,,,,,,5199.64,,,,,,,,,,,,,,,Tank,,19.53,40.305,Low
19,Reinhardt,Gold,3.13,2.93,16.83,126,8368,,6.91,,,,,,,,,,,,,,,74.0,,,,,,,,,,,,,,,,,,,,,,Tank,,21.02,,High
884,Zenyatta,Platinum,5.55,2.9,14.24,67,5140,6458.0,6.89,,,,1534.15,,,,,,,,,,,,,1303.54,,,,,,,,,,,,,,,,,,,,Support,,11.93,24.5,High
335,Mei,Master,3.69,3.18,17.57,81,7123,,7.13,,,,,,7.72,,,,,,,,,,,,,,,,996.81,,,,,,,,,3.02,,,,,,Damage,,11.35,31.333333333333332,High
294,Lucio,Platinum,3.25,6.64,11.85,112,3413,8124.0,8.07,,,,,,,,,,,,,,,,,,25.58,9.69,,,,,,,,,,,,,,,,,,Support,,5.78,16.5,High
262,Reinhardt,Platinum,3.4,2.98,17.48,128,7845,,7.05,,,,,,,,,,,,,,,69.0,,,,,,,,,,,,,,,,,,,,,,Tank,,21.81,,High
186,Brigitte,Silver,4.3,0.69,12.17,93,3563,7900.0,8.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1273.01,30.0,,,,,,,Support,,5.12,,Low
694,Doomfist,Silver,3.08,1.42,16.4,70,6351,,9.14,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,2069.16,,,,,,,,Tank,,25.160000000000004,26.0,Low
890,Genji,Platinum,2.42,3.66,18.03,66,7270,,8.34,,,,,,9.78,,15.77,1849.39,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,10.530000000000001,28.0,High
71,Lucio,Master,4.06,4.48,12.96,98,3733,7444.0,7.28,,,,,,,,,,,,,,,,,,29.88,10.24,,,,,,,,,,,,,,,,,,Support,,5.7,17.0,High
341,Hanzo,Diamond,3.11,5.84,17.55,49,7771,,7.78,,,,,,11.42,,,,,,,,,,3.93,,,,,,,,,,,,,,,,,,,,,Damage,,18.270000000000003,21.5,Low
856,Hanzo,Platinum,3.23,3.38,17.37,52,7814,,7.71,,,,,,11.21,,,,,,,,,,3.68,,,,,,,,,,,,,,,,,,,,,Damage,,18.86,22.5,Low
169,Moira,Platinum,6.11,7.89,18.64,93,5076,9093.0,6.33,,,,,,,,,,,,,48.0,68.0,,,,,,,,,,,,,,,,,,,,,,,Support,,21.51,47.0,High
700,Moira,Grandmaster,6.35,4.32,19.29,74,5325,8090.0,6.52,,,,,,,,,,,,,40.0,66.0,,,,,,,,,,,,,,,,,,,,,,,Support,,21.63,48.0,High
1131,Junkrat,Diamond,2.81,3.07,17.38,43,7898,,8.25,,,,,,11.16,,,,,,,,,,,,,,14.0,4.93,,,,,,,,,,,,,,,,Damage,,14.149999999999999,24.0,Low
460,Zarya,Gold,3.94,1.09,17.62,135,9098,,6.64,,,,,,,,,,,,,,,79.0,,,,,,,,,,30.9,,,,,,,,,,,,Tank,,20.979999999999997,43.5,Low
1084,Ramattra,Silver,3.82,1.39,19.19,131,9242,,6.8,,,,,,,,,,,,,,,76.0,,,,,,,,,,,,,,,,,,,,,,Tank,,31.57,42.0,Low
83,Zarya,Grandmaster,3.96,1.27,18.67,131,9617,,6.36,,,,,,,,,,,,,,,75.0,,,,,,,,,,32.01,,,,,,,,,,,,Tank,,22.3,43.0,Low
429,Widowmaker,Grandmaster,2.41,7.93,15.59,20,5816,,8.3,,,,,,10.86,,,,,,,,,,3.22,,,,,,,,,,,,,,,,,,,,,Damage,,8.370000000000001,45.0,High
846,Wrecking Ball,Platinum,4.68,2.48,17.19,142,7558,,6.14,,,,,,,,,,,,,,,97.0,,,,,,,,,,,,,,,,,,,,,,Tank,,19.990000000000002,21.5,High
834,Echo,Platinum,2.67,0.86,18.34,60,8249,,8.24,,,,,,9.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,28.22,29.959999999999997,Low
1083,Ana,Gold,4.36,5.46,9.21,65,2610,8251.0,6.13,5.13,396.94,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support,,8.7,55.0,Low
1055,Sombra,Diamond,5.15,1.67,17.33,44,5596,,6.05,,,,,,6.73,,,,,,,,,,,,,,,,,,,,,,,,,,32.13,2.33,,,,Damage,,12.0,35.0,Low
726,Baptiste,Gold,4.33,1.79,10.32,65,3398,8720.0,6.64,,,,513.44,,,,,,,,,,,,,,,,,,,,,,2.32,1.73,,,,,,,,,,Support,,4.78,34.08,Low
560,Lucio,Master,4.08,4.09,13.42,90,3743,7199.0,7.28,,,,,,,,,,,,,,,,,,27.51,10.37,,,,,,,,,,,,,,,,,,Support,,5.92,17.0,High
328,Winston,Diamond,4.01,2.41,19.9,102,8129,,6.8,,,,,,,,,,,,,,,56.0,,,,,,,,,,,,,,,,,,,,,,Tank,,16.680000000000003,56.0,Low
255,Sombra,Platinum,4.71,1.8,15.46,43,4578,,6.66,,,,,,6.54,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,0.91,,,,Damage,,10.63,33.0,Low
593,Doomfist,Diamond,3.4,2.2,18.91,88,8403,,7.55,,,,,,,,,,,,,,,54.0,,,,,,,,,,,,,,2839.4,,,,,,,,Tank,,28.18,28.0,Low
275,Ashe,Gold,2.7,1.62,16.34,53,8215,,7.37,,,,,,8.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,17.55,40.0,Low
355,Bastion,Silver,2.06,1.24,15.96,64,8765,,9.28,,,,,,7.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,31.490000000000002,25.0,Low
819,Ramattra,Master,3.49,1.86,18.96,128,9422,,6.65,,,,,,,,,,,,,,,68.0,,,,,,,,,,,,,,,,,,,,,,Tank,,31.71,41.5,High
93,Orisa,Diamond,3.91,1.91,18.55,119,9827,,6.94,,,,,,,,,,,,,,,74.0,,,,,,,,,,,,,,,,,,,,,,Tank,,22.2,31.0,Low
640,Junkrat,Diamond,2.58,1.65,17.39,54,8418,,8.56,,,,,,11.27,,,,,,,,,,,,,,18.0,5.84,,,,,,,,,,,,,,,,Damage,,16.34,25.0,Low
926,Pharah,Bronze,2.35,1.37,17.17,36,8158,,9.39,,,,,,10.23,,,,,,,,,,,,,,14.0,,,,,,,,60.99,,,,,,,,,Damage,,14.43,44.0,Low
760,Zenyatta,Diamond,5.71,3.73,14.71,54,5043,5708.0,7.06,,,,574.85,,,,,,,,,,,,,1235.01,,,,,,,,,,,,,,,,,,,,Support,,12.04,24.5,High
1150,Winston,Diamond,4.14,2.47,20.88,108,8249,,6.85,,,,,,,,,,,,,,,63.0,,,,,,,,,,,,,,,,,,,,,,Tank,,17.74,55.5,Low
1233,Symmetra,Master,3.79,0.52,20.86,50,7858,,8.13,,,,,,8.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75,17.05,,Damage,,23.73,34.5,Low
916,Mercy,Gold,4.33,4.9,1.87,55,354,9229.0,5.99,,,,909.94,4.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support,,2.58,,High
200,Brigitte,Silver,4.5,0.94,12.48,93,3755,7968.0,8.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682.58,31.0,,,,,,,Support,,5.29,,High
220,Brigitte,Bronze,3.86,1.1,10.88,93,3215,6917.0,8.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013.16,27.0,,,,,,,Support,,4.46,,Low
217,D.Va,Bronze,5.32,1.81,19.21,135,7463,,5.88,,,,,,,,,,,,,,,76.0,,,,,,,,,,,,,,,,,,,,,,Tank,,18.68,22.0,Low
121,Reinhardt,Bronze,2.57,1.73,14.97,126,7243,,7.59,,,,,,,,,,,,,,,72.0,,,,,,,,,,,,,,,,,,,,,,Tank,,18.41,,Low
829,Mercy,Bronze,3.86,4.23,2.08,59,414,8912.0,6.5,,,,730.12,4.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support,,2.96,,Low
596,Mei,Silver,3.88,1.6,17.84,100,6817,,7.34,,,,,,7.7,,,,,,,,,,,,,,,,1100.22,,,,,,,,,3.92,,,,,,Damage,,13.06,29.666666666666668,Low
909,Pharah,Gold,3.31,2.02,19.09,37,7975,,8.21,,,,,,11.2,,,,,,,,,,,,,,17.0,,,,,,,,63.82,,,,,,,,,Damage,,14.110000000000001,45.0,Low
928,Genji,Diamond,2.52,5.4,18.8,63,7469,,8.12,,,,,,10.52,,17.16,1747.53,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,10.28,28.0,Low
41,Bastion,Platinum,3.15,1.42,19.67,51,9090,,8.19,,,,,,11.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,37.31,23.0,Low
961,Moira,Bronze,5.51,5.35,17.17,93,4800,8472.0,6.81,,,,,,,,,,,,,45.0,68.0,,,,,,,,,,,,,,,,,,,,,,,Support,,19.87,45.0,Low
589,Torbjorn,Silver,3.3,1.14,17.98,51,9249,,6.84,,,,,,8.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,22.08,16.0,High
699,Winston,Platinum,4.17,1.7,19.59,89,6682,,7.63,,,,,,,,,,,,,,,66.0,,,,,,,,,,,,,,,,,,,,,,Tank,,15.2,51.5,Low
557,Lucio,Bronze,3.75,3.49,12.54,94,3481,7415.0,7.42,,,,,,,,,,,,,,,,,,24.67,10.26,,,,,,,,,,,,,,,,,,Support,,5.9,16.5,High
400,D.Va,Master,6.28,3.66,19.96,112,8441,,5.2,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,Tank,,17.47,27.0,Low
910,Zarya,Master,5.12,2.93,20.05,90,7742,,6.27,,,,,,,,,,,,,,,74.0,,,,,,,,,,33.99,,,,,,,,,,,,Tank,,23.09,41.0,Low
721,Mercy,Master,3.68,7.4,1.93,54,257,8489.0,7.26,,,,819.04,4.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support,,2.8499999999999996,,High
893,Ana,Diamond,4.87,7.91,9.78,52,2605,7306.0,6.28,5.36,310.11,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support,,8.219999999999999,55.0,Low
117,Winston,Diamond,3.62,1.65,19.06,124,7411,,7.2,,,,,,,,,,,,,,,72.0,,,,,,,,,,,,,,,,,,,,,,Tank,,16.69,51.0,High
887,Junkrat,Grandmaster,2.35,1.56,16.31,56,7962,,8.8,,,,,,10.21,,,,,,,,,,,,,,18.0,5.27,,,,,,,,,,,,,,,,Damage,,15.34,25.0,Low
199,Roadhog,Master,4.34,4.05,19.01,113,8982,,6.26,,,,,,,,,,,,,,,71.0,,,,,,,5069.46,,,,,,,,,,,,,,,Tank,,21.12,41.129999999999995,Low
976,Mei,Platinum,3.92,1.75,18.09,91,7062,,7.2,,,,,,7.81,,,,,,,,,,,,,,,,1048.88,,,,,,,,,3.63,,,,,,Damage,,12.68,31.0,High
237,Junker Queen,Grandmaster,5.48,0.61,20.19,105,8919,,6.43,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,18.0,Tank,,18.51,33.5,High
1160,Baptiste,Silver,4.15,1.68,10.68,61,3498,7546.0,6.83,,,,477.04,,,,,,,,,,,,,,,,,,,,,,2.63,1.63,,,,,,,,,,Support,,4.76,32.123333333333335,Low
439,Reinhardt,Master,3.17,4.28,15.94,94,7014,,7.84,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,Tank,,17.68,,High
316,Bastion,Grandmaster,1.97,1.26,14.88,58,8690,,9.14,,,,,,6.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,29.04,27.0,Low
202,Zenyatta,Grandmaster,4.61,2.37,11.71,68,4024,5712.0,8.15,,,,1247.68,,,,,,,,,,,,,1071.98,,,,,,,,,,,,,,,,,,,,Support,,9.92,21.5,Low
242,Reinhardt,Grandmaster,3.15,2.31,16.0,118,7987,,7.04,,,,,,,,,,,,,,,71.0,,,,,,,,,,,,,,,,,,,,,,Tank,,19.819999999999997,,High
556,Ana,Platinum,4.56,9.33,9.53,65,2661,8650.0,5.89,5.31,409.83,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support,,8.969999999999999,57.0,High
38,Soldier: 76,Bronze,2.64,2.25,17.0,64,8082,1341.0,8.76,,,,,,8.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,18.91,30.0,Low
1085,Sombra,Silver,4.33,1.75,14.76,44,4315,,6.84,,,,,,6.23,,,,,,,,,,,,,,,,,,,,,,,,,,23.23,0.97,,,,Damage,,10.169999999999998,32.0,Low
175,Lifeweaver,Platinum,3.6,1.26,3.82,53,809,9164.0,5.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support,1.43,5.6,16.5,Low
260,Ramattra,Gold,3.57,1.66,18.87,124,9388,,6.82,,,,,,,,,,,,,,,72.0,,,,,,,,,,,,,,,,,,,,,,Tank,,31.64,41.5,High
689,Reinhardt,Platinum,2.92,3.67,16.46,118,8400,,7.08,,,,,,,,,,,,,,,68.0,,,,,,,,,,,,,,,,,,,,,,Tank,,20.34,,High
610,Ana,Grandmaster,3.65,6.55,8.28,62,2241,7850.0,6.66,4.75,360.67,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support,,8.15,54.0,High
314,Ashe,Diamond,2.72,4.11,17.56,48,9153,,7.55,,,,,,9.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,17.93,42.0,Low
367,Symmetra,Gold,3.7,1.43,20.07,56,8641,,8.04,,,,,,9.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.83,14.95,,Damage,,20.25,38.5,High
43,Mercy,Grandmaster,3.19,5.12,1.81,52,241,8392.0,7.47,,,,829.24,4.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support,,2.7800000000000002,,Low
153,Hanzo,Master,3.33,4.6,17.61,38,7604,,7.8,,,,,,11.56,,,,,,,,,,2.87,,,,,,,,,,,,,,,,,,,,,Damage,,19.349999999999998,20.5,Low
900,Moira,Master,6.11,5.64,17.8,80,5454,9486.0,6.18,,,,,,,,,,,,,43.0,62.0,,,,,,,,,,,,,,,,,,,,,,,Support,,20.26,50.0,Low
849,Ramattra,Master,4.51,0.73,19.94,109,9409,,6.46,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,Tank,,31.77,42.5,High
794,Ashe,Gold,2.82,1.91,16.73,51,8310,,7.39,,,,,,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,17.53,40.0,Low
1025,Ana,Bronze,3.87,3.71,8.37,61,2508,7483.0,6.47,4.65,360.83,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support,,7.79,52.0,Low
416,Brigitte,Platinum,4.47,3.28,13.0,95,3691,7504.0,8.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1147.68,30.0,,,,,,,Support,,5.54,,High
1245,Junkrat,Bronze,2.3,1.74,16.21,57,7693,,8.87,,,,,,10.03,,,,,,,,,,,,,,17.0,5.66,,,,,,,,,,,,,,,,Damage,,15.32,24.0,Low
707,Wrecking Ball,Bronze,5.77,0.49,15.87,127,7190,,5.82,,,,,,,,,,,,,,,86.0,,,,,,,,,,,,,,,,,,,,,,Tank,,19.25,20.5,Low
52,Hanzo,Gold,3.21,3.62,16.72,41,7243,,7.77,,,,,,10.89,,,,,,,,,,2.63,,,,,,,,,,,,,,,,,,,,,Damage,,18.580000000000002,19.5,Low
221,Reaper,Diamond,2.67,2.45,19.01,69,7870,,8.34,,,,,,10.2,,,,,,,,,,,,,,,,1488.12,,,,,,,,,,,,,,,Damage,,13.55,19.0,Low
457,Echo,Bronze,2.23,0.46,15.66,64,7102,,8.36,,,,,,7.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,24.630000000000003,26.413333333333338,Low
1066,Symmetra,Platinum,4.01,0.53,21.57,54,8464,,8.15,,,,,,9.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.83,14.86,,Damage,,23.1,36.0,High
109,D.Va,Gold,6.31,4.06,20.64,95,6840,,5.66,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,Tank,,19.990000000000002,23.0,High
751,Ana,Silver,4.14,4.52,8.99,63,2589,7495.0,6.29,4.81,406.26,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support,,8.44,53.0,Low
1039,Reaper,Gold,2.84,1.59,19.47,77,7958,,8.11,,,,,,10.7,,,,,,,,,,,,,,,,1513.36,,,,,,,,,,,,,,,Damage,,14.0,19.5,Low
48,Hanzo,Gold,2.74,1.8,17.02,51,7399,,8.71,,,,,,11.15,,,,,,,,,,3.59,,,,,,,,,,,,,,,,,,,,,Damage,,20.05,24.0,Low
288,Genji,Gold,2.35,1.81,17.04,68,6944,,8.37,,,,,,9.12,,14.34,1841.01,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,10.28,28.0,Low
622,Kiriko,Grandmaster,5.14,11.9,8.61,66,2572,8908.0,5.88,,,,,,,,,,,4.61,18.75,,,,,,,,,,,,,,,,,,,,,,,,,Support,,12.370000000000001,22.5,High
792,Mei,Gold,3.33,0.74,17.6,87,6902,,7.72,,,,,,8.12,,,,,,,,,,,,,,,,1109.82,,,,,,,,,3.72,,,,,,Damage,,13.450000000000001,31.666666666666668,Low
25,Junkrat,Master,2.46,3.2,16.99,51,8437,,9.17,,,,,,10.86,,,,,,,,,,,,,,18.0,4.9,,,,,,,,,,,,,,,,Damage,,15.75,25.0,High
840,Pharah,Grandmaster,3.26,2.32,19.49,36,8168,,8.25,,,,,,11.58,,,,,,,,,,,,,,17.0,,,,,,,,64.88,,,,,,,,,Damage,,14.18,45.0,Low
476,Mei,Grandmaster,4.99,0.62,20.14,72,6604,,7.1,,,,,,8.12,,,,,,,,,,,,,,,,1172.89,,,,,,,,,3.82,,,,,,Damage,,13.19,30.0,High
113,Sigma,Silver,4.92,1.7,18.18,110,8468,,5.6,,,,,,,,,,,,,,,77.0,,,,,,,,,,,,,,1306.26,,,,,,,,Tank,,15.39,48.0,High
1156,Reinhardt,Grandmaster,2.54,4.78,15.02,108,7771,,7.44,,,,,,,,,,,,,,,61.0,,,,,,,,,,,,,,,,,,,,,,Tank,,18.09,,Low
831,Junkrat,Gold,2.78,2.8,17.11,46,7761,,8.29,,,,,,10.9,,,,,,,,,,,,,,14.0,4.95,,,,,,,,,,,,,,,,Damage,,14.04,24.0,Low
988,Moira,Silver,6.17,3.91,18.83,76,5208,7796.0,6.64,,,,,,,,,,,,,40.0,66.0,,,,,,,,,,,,,,,,,,,,,,,Support,,21.31,47.0,High
645,Symmetra,Grandmaster,4.68,0.47,22.25,49,8264,,7.82,,,,,,9.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.77,15.43,,Damage,,25.39,35.0,High
1132,Genji,Master,2.48,6.67,18.79,59,7478,,8.04,,,,,,10.58,,17.51,1719.09,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,9.95,27.0,High
648,D.Va,Silver,5.8,1.35,20.47,132,8028,,5.8,,,,,,,,,,,,,,,78.0,,,,,,,,,,,,,,,,,,,,,,Tank,,19.83,24.0,Low
378,Reaper,Gold,2.61,2.65,19.47,75,7578,,8.35,,,,,,10.62,,,,,,,,,,,,,,,,1465.97,,,,,,,,,,,,,,,Damage,,13.9,19.0,Low
234,Cassidy,Silver,2.28,2.03,16.64,60,7715,,8.26,,,,,,10.18,57.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,16.11,23.5,Low
1027,Tracer,Diamond,2.49,3.61,18.14,56,6684,,8.26,,,,,,8.36,,,,,,,,,,,,,,,,913.86,4.99,1.54,,,,,,,,,,,,,Damage,,9.75,21.0,Low
507,Mercy,Gold,3.18,5.49,1.59,57,231,8597.0,7.44,,,,758.58,4.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support,,2.42,,High
236,Echo,Diamond,2.91,0.8,20.38,58,8277,,7.81,,,,,,10.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,30.03,28.706666666666667,High
241,Winston,Master,4.02,3.31,19.44,97,8143,,6.63,,,,,,,,,,,,,,,52.0,,,,,,,,,,,,,,,,,,,,,,Tank,,16.27,57.5,Low
58,Baptiste,Diamond,4.66,3.73,11.32,55,3781,9034.0,6.23,,,,536.6,,,,,,,,,,,,,,,,,,,,,,2.4,1.64,,,,,,,,,,Support,,4.53,35.54666666666667,Low
693,Sojourn,Diamond,3.27,0.81,19.07,54,8337,,7.82,,,,,,9.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,25.62,29.666666666666668,Low
458,Zarya,Silver,4.34,0.99,18.62,132,8995,,6.56,,,,,,,,,,,,,,,78.0,,,,,,,,,,35.74,,,,,,,,,,,,Tank,,23.25,41.0,Low
1071,Mei,Diamond,3.83,2.52,18.01,87,7172,,7.18,,,,,,7.83,,,,,,,,,,,,,,,,1021.63,,,,,,,,,3.45,,,,,,Damage,,12.33,31.333333333333332,High
11,Sombra,Gold,4.71,0.79,15.88,45,5287,,6.21,,,,,,6.57,,,,,,,,,,,,,,,,,,,,,,,,,,28.58,2.25,,,,Damage,,10.959999999999999,34.0,Low
514,Sigma,Bronze,4.33,1.21,16.57,133,8692,,5.49,,,,,,,,,,,,,,,76.0,,,,,,,,,,,,,,1260.79,,,,,,,,Tank,,15.040000000000001,47.0,Low
321,Junker Queen,Gold,3.7,1.46,17.74,139,7557,,7.44,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,16.0,Tank,,18.16,31.5,High
293,Torbjorn,Master,3.8,2.35,20.9,61,9874,,6.58,,,,,,9.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,23.619999999999997,18.0,High
1228,Bastion,Bronze,2.93,1.48,18.93,52,8664,,8.32,,,,,,10.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,35.87,23.0,Low
40,Zarya,Silver,3.77,1.05,17.58,138,8981,,6.77,,,,,,,,,,,,,,,78.0,,,,,,,,,,31.12,,,,,,,,,,,,Tank,,21.35,41.5,Low
146,Mei,Grandmaster,3.25,0.87,16.68,82,7220,,7.63,,,,,,8.15,,,,,,,,,,,,,,,,1052.82,,,,,,,,,3.63,,,,,,Damage,,12.620000000000001,32.333333333333336,Low
1205,Kiriko,Grandmaster,5.36,2.45,9.55,63,2817,7893.0,5.67,,,,,,,,,,,4.56,19.1,,,,,,,,,,,,,,,,,,,,,,,,,Support,,13.31,22.5,Low
952,Moira,Gold,6.4,5.15,17.91,88,5350,9400.0,6.11,,,,,,,,,,,,,46.0,65.0,,,,,,,,,,,,,,,,,,,,,,,Support,,21.0,48.0,Low
603,Mercy,Bronze,3.9,7.13,2.15,50,463,8454.0,6.6,,,,575.76,4.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support,,2.91,,Low
257,Zenyatta,Bronze,4.65,1.7,12.57,64,4676,6351.0,7.53,,,,1369.21,,,,,,,,,,,,,1260.39,,,,,,,,,,,,,,,,,,,,Support,,10.46,25.0,Low
678,D.Va,Platinum,6.35,1.82,21.49,125,8585,,5.49,,,,,,,,,,,,,,,74.0,,,,,,,,,,,,,,,,,,,,,,Tank,,20.139999999999997,26.0,Low
371,Wrecking Ball,Bronze,3.54,0.27,14.39,137,7576,,6.5,,,,,,,,,,,,,,,104.0,,,,,,,,,,,,,,,,,,,,,,Tank,,18.17,22.0,Low
859,Baptiste,Platinum,4.59,2.29,11.49,61,3802,8704.0,6.59,,,,527.55,,,,,,,,,,,,,,,,,,,,,,2.65,1.76,,,,,,,,,,Support,,4.75,35.24333333333333,Low
547,Zenyatta,Silver,5.25,2.96,13.89,56,4737,5562.0,7.3,,,,616.83,,,,,,,,,,,,,1187.39,,,,,,,,,,,,,,,,,,,,Support,,11.120000000000001,24.0,High
796,Sigma,Master,5.19,1.92,18.91,103,8860,,5.53,,,,,,,,,,,,,,,72.0,,,,,,,,,,,,,,1313.78,,,,,,,,Tank,,15.57,50.0,High
59,Ashe,Silver,2.62,1.11,15.4,54,7715,,7.47,,,,,,7.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,17.02,39.0,Low
786,Cassidy,Silver,1.71,1.0,14.74,55,6725,,9.55,,,,,,9.16,50.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,15.68,22.0,Low
391,Reinhardt,Master,3.29,3.21,16.64,118,7248,,7.44,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,Tank,,19.430000000000003,,Low
696,Tracer,Master,2.45,4.85,18.16,57,6803,,8.3,,,,,,8.42,,,,,,,,,,,,,,,,917.78,4.94,1.54,,,,,,,,,,,,,Damage,,9.82,22.0,Low
372,Soldier: 76,Bronze,2.92,2.8,18.36,58,8780,1265.0,8.83,,,,,,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,20.76,32.0,Low
224,Orisa,Bronze,3.62,1.89,17.06,98,7029,,7.17,,,,,,,,,,,,,,,79.0,,,,,,,,,,,,,,,,,,,,,,Tank,,20.84,28.0,Low
680,Brigitte,Silver,4.35,1.66,13.42,84,3653,6974.0,7.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1697.36,30.0,,,,,,,Support,,5.36,,High
174,Moira,Diamond,6.16,6.38,18.06,84,5463,9506.0,6.09,,,,,,,,,,,,,46.0,64.0,,,,,,,,,,,,,,,,,,,,,,,Support,,21.02,50.0,High
818,Ashe,Grandmaster,2.76,2.67,16.33,43,8017,,8.2,,,,,,8.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,18.68,39.0,High
481,Ashe,Silver,2.47,0.77,15.28,56,6727,,8.06,,,,,,7.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,18.06,36.0,Low
