Program Year,CE ID,CE Name,ESC Region,Review ID,Review Date,Finding Area,Question Number,"Question
(For more details, USDA provides information on the forms referenced in this column on their Website.)"
2015 - 2016,01658,UPLIFT EDUCATION-NORTH HILLS PREPARATORY,10,14736,03/29/2016,800 - Civil Rights,803,"What is the SFA’s procedure for receiving and processing complaints alleging discrimination within FNS School Meal Programs?   If procedures are written, provide a copy."
2015 - 2016,01658,UPLIFT EDUCATION-NORTH HILLS PREPARATORY,10,14736,03/29/2016,800 - Civil Rights,805,How are students with special dietary needs accommodated?
2015 - 2016,01023,MANSFIELD ISD,11,14439,03/30/2016,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,01023,MANSFIELD ISD,11,14439,03/30/2016,1400 - Food Safety,1400,"a. Does the written food safety plan contain the required elements?  If NO, identify which elements are missing."
2015 - 2016,00042,"PRIORITY SYSTEMS, INC.",12,13490,03/30/2016,100 - Certification and Benefit Issuance,107,When and how are households notified of students’ certified eligibility?  How are denied households notified?
2015 - 2016,00042,"PRIORITY SYSTEMS, INC.",12,13490,03/30/2016,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,00042,"PRIORITY SYSTEMS, INC.",12,13490,03/30/2016,100 - Certification and Benefit Issuance,101,Who is the determining official for certifying household applications (Names and/or position titles)?
2015 - 2016,00042,"PRIORITY SYSTEMS, INC.",12,13490,03/30/2016,100 - Certification and Benefit Issuance,138,"Did the SFA update the benefit issuance document(s) accurately and in a timely manner, including those students that are new, transferred, or withdrawn?  If NO, explain.  Record errors on the Eligibility Certification and Benefit Issuance Error Worksheet (SFA-1)."
2015 - 2016,00042,"PRIORITY SYSTEMS, INC.",12,13490,03/30/2016,1400 - Food Safety,1405,"Was the SFA's written food safety plan implemented?   If NO, explain."
2015 - 2016,00042,"PRIORITY SYSTEMS, INC.",12,13490,03/30/2016,200 - Verification,215,a. Did the SFA complete verification by November 15?
2015 - 2016,00042,"PRIORITY SYSTEMS, INC.",12,13490,03/30/2016,300 - Meal Counting and Claiming,306,What procedures are used as internal controls to ensure the meal counts do not exceed enrollment or attendance adjusted enrollment?
2015 - 2016,00042,"PRIORITY SYSTEMS, INC.",12,13490,03/30/2016,400 - Meal Components and Quantities - Lunch,411,a. Do planned menu quantities  meet meal pattern requirements for the review period?
2015 - 2016,00042,"PRIORITY SYSTEMS, INC.",12,13490,03/30/2016,800 - Civil Rights,808,"For each Off-Site Assessment question (Questions 800-807), do the responses provided demonstrate compliance with FNS requirements?  If NO, explain."
2015 - 2016,00042,"PRIORITY SYSTEMS, INC.",12,13490,03/30/2016,800 - Civil Rights,810,Do appropriate Program materials use the non-discrimination statement?
2015 - 2016,00042,"PRIORITY SYSTEMS, INC.",12,13490,03/30/2016,900 - SFA On Site Monitoring,900,"How does the SFA ensure that all schools are meeting program requirements? For example, how and when is monitoring conducted?"
2015 - 2016,00042,"PRIORITY SYSTEMS, INC.",12,13490,03/30/2016,Additional Review Questions,5.,Is the CE purchasing items as awarded?
2015 - 2016,00624,QUINLAN ISD,10,14047,03/30/2016,200 - Verification,208,"When a confirmation review was conducted,"
2015 - 2016,00292,WALCOTT ISD,16,13730,03/30/2016,200 - Verification,215,a. Did the SFA complete verification by November 15?
2015 - 2016,00291,HEREFORD ISD,16,13729,03/31/2016,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,00291,HEREFORD ISD,16,13729,03/31/2016,1400 - Food Safety,1404,"Is the most recent food safety inspection report posted in a publicly visible location?  If NO, explain."
2015 - 2016,00291,HEREFORD ISD,16,13729,03/31/2016,300 - Meal Counting and Claiming,314,"Is the SFA following their approved SFA-SA Agreement/application (including POS)?  If NO, explain."
2015 - 2016,00291,HEREFORD ISD,16,13729,03/31/2016,500 - Offer versus Serve,502,"Is there signage explaining what constitutes a reimbursable meal to students including the requirement to select at least 1/2 cup fruit or vegetable?  If NO, explain and list the technical assistance provided."
2015 - 2016,00291,HEREFORD ISD,16,13729,03/31/2016,500 - Offer versus Serve,500,Is Offer vs. Serve being implemented properly by the reviewed school?
2015 - 2016,01151,JARRELL ISD,13,14559,03/31/2016,100 - Certification and Benefit Issuance,103,"a. Does the SFA use an electronic applications approval system or a manual application approval system?  Starting in 2015-16, if a combination of electronic and manual is used, select “Combination”."
2015 - 2016,01151,JARRELL ISD,13,14559,03/31/2016,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,00821,WESTBROOK ISD,14,14242,03/31/2016,300 - Meal Counting and Claiming,316,All Schools for the Review Period
2015 - 2016,00821,WESTBROOK ISD,14,14242,03/31/2016,400 - Meal Components and Quantities - Lunch,411,a. Do planned menu quantities  meet meal pattern requirements for the review period?
2015 - 2016,00821,WESTBROOK ISD,14,14242,03/31/2016,Additional Review Questions,3,"Was the competitive procurement procedures used on purchases of $100,000 or more concerning RCCI and private schools and $50,000 concerning public schools?"
2015 - 2016,00347,FABENS ISD,19,13783,04/06/2016,1700 - Afterschool Snack,1707,a. Has the program been monitored within the first 4 weeks of operation each year?
2015 - 2016,00900,MILLSAP ISD,11,14319,04/06/2016,200 - Verification,208,"When a confirmation review was conducted,"
2015 - 2016,00900,MILLSAP ISD,11,14319,04/06/2016,200 - Verification,215,a. Did the SFA complete verification by November 15?
2015 - 2016,00900,MILLSAP ISD,11,14319,04/06/2016,400 - Meal Components and Quantities - Lunch,411,a. Do planned menu quantities  meet meal pattern requirements for the review period?
2015 - 2016,00219,SIDNEY ISD,14,18292,04/06/2016,1400 - Food Safety,1402,Is a copy of the written food safety plan available?
2015 - 2016,00219,SIDNEY ISD,14,18292,04/06/2016,700 - Resource Management (2016),715,"If the SFA’s calculation showed that the proportion of nonprogram food cost was greater than the proportion of nonprogram food revenues, did the SFA sufficiently increase its nonprogram food prices to ensure compliance with the Federal requirements?"
2015 - 2016,00219,SIDNEY ISD,14,18292,04/06/2016,800 - Civil Rights,800,What is the non-discrimination statement that is used for appropriate Program materials (please provide exact language)?
2015 - 2016,00219,SIDNEY ISD,14,18292,04/06/2016,Additional Review Questions,1,Were funds expensed on something that would improve the Direct Certification process?
2015 - 2016,00219,SIDNEY ISD,14,18292,04/06/2016,Resource Mgt Comprehensive Review (2016),Step 3,Net Cash Resources
2015 - 2016,00219,SIDNEY ISD,14,18292,04/06/2016,Resource Mgt Comprehensive Review (2016),15,"Were breakfasts and lunches served to teachers, administrators, custodians and other adults priced so that the adult payment in combination with any per-lunch revenues from other sources designated specifically for the support of adult meals (such as State or local fringe benefit or payroll funds, or funding from voluntary agencies) was sufficient to cover the overall cost of the lunch?"
2015 - 2016,00219,SIDNEY ISD,14,18292,04/06/2016,Resource Mgt Comprehensive Review (2016),4,Did the SFA charge at least the minimum weighted average paid lunch price at ALL sites?
2015 - 2016,00606,SULPHUR BLUFF ISD,8,14029,04/06/2016,300 - Meal Counting and Claiming,314,"Is the SFA following their approved SFA-SA Agreement/application (including POS)?  If NO, explain."
2015 - 2016,00284,RICHARDSON ISD,10,13722,04/07/2016,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,00284,RICHARDSON ISD,10,13722,04/07/2016,300 - Meal Counting and Claiming,316,All Schools for the Review Period
2015 - 2016,00284,RICHARDSON ISD,10,13722,04/07/2016,300 - Meal Counting and Claiming,314,"Is the SFA following their approved SFA-SA Agreement/application (including POS)?  If NO, explain."
2015 - 2016,00284,RICHARDSON ISD,10,13722,04/07/2016,400 - Meal Components and Quantities - Lunch,411,a. Do planned menu quantities  meet meal pattern requirements for the review period?
2015 - 2016,00284,RICHARDSON ISD,10,13722,04/07/2016,400 - Meal Components and Quantities - Lunch,411,a. Do planned menu quantities  meet meal pattern requirements for the review period?
2015 - 2016,00944,ROCKWALL ISD,10,18255,04/07/2016,Additional Review Questions,6.,Does the CE have an exclusive beverage contract?
2015 - 2016,00760,TAHOKA ISD,17,14181,04/07/2016,100 - Certification and Benefit Issuance,111,Does the SFA use the direct certification notification letter provided by the State agency?
2015 - 2016,00760,TAHOKA ISD,17,14181,04/07/2016,200 - Verification,208,"When a confirmation review was conducted,"
2015 - 2016,00760,TAHOKA ISD,17,14181,04/07/2016,200 - Verification,213,"If applicable, did the SFA’s notice of adverse action contain all required information, including notification of appeal rights?  If NO, explain."
2015 - 2016,00760,TAHOKA ISD,17,14181,04/07/2016,200 - Verification,211,"Does the SFA’s verification notification letter include all required information?   If NO, explain."
2015 - 2016,00620,CELESTE ISD,10,14043,04/11/2016,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,00620,CELESTE ISD,10,14043,04/11/2016,100 - Certification and Benefit Issuance,106,"Within the SFA, who has access to the applications within the system?   (Names and/or position titles)"
2015 - 2016,00517,CYPRESS-FAIRBANKS ISD,4,13941,04/11/2016,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,00517,CYPRESS-FAIRBANKS ISD,4,13941,04/11/2016,300 - Meal Counting and Claiming,314,"Is the SFA following their approved SFA-SA Agreement/application (including POS)?  If NO, explain."
2015 - 2016,00011,LUFKIN ISD,7,13459,04/11/2016,1100 - Smart Snacks in School,1106.,"Does the school hold fundraisers? If so, did schools observe the State-defined limit on fundraisers?   If NO, explain."
2015 - 2016,00011,LUFKIN ISD,7,13459,04/11/2016,400 - Meal Components and Quantities - Lunch,410,"Did all reviewed meals during the review period (production records and other supporting documentation) indicate that all of the required meal components per weekly meal pattern requirements were offered and served to students? If NO, explain any errors identified and the technical assistance provided. Indicate if the violations identified were repeat violations for the SFA. Record the number of meals observed missing required meal components on the S-1, 17. Record only the number of incomplete meals claimed for reimbursement that will be subject to fiscal action in the appropriate field on S-1, 18."
2015 - 2016,00011,LUFKIN ISD,7,13459,04/11/2016,400 - Meal Components and Quantities - Lunch,411,a. Do planned menu quantities  meet meal pattern requirements for the review period?
2015 - 2016,00850,BLOOMING GROVE ISD,12,14271,04/12/2016,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,00850,BLOOMING GROVE ISD,12,14271,04/12/2016,200 - Verification,200,Obtain a copy of the SFA’s most recently submitted FNS-742 (Verification Collection Report).
2015 - 2016,00850,BLOOMING GROVE ISD,12,14271,04/12/2016,300 - Meal Counting and Claiming - Lunch,325,"a. For the review period, complete S-1, 19."
2015 - 2016,00850,BLOOMING GROVE ISD,12,14271,04/12/2016,700 - Resource Management (2016),714,Did the SFA generate at least as great a share of total revenue from nonprogram foods as nonprogram foods contributed to total food costs?
2015 - 2016,00626,CAMPBELL ISD,10,14049,04/12/2016,100 - Certification and Benefit Issuance,106,"Within the SFA, who has access to the applications within the system?   (Names and/or position titles)"
2015 - 2016,00626,CAMPBELL ISD,10,14049,04/12/2016,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,00626,CAMPBELL ISD,10,14049,04/12/2016,Additional Review Questions,1,Were funds expensed on something that would improve the Direct Certification process?
2015 - 2016,00091,JUDSON ISD,20,13535,04/12/2016,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,00091,JUDSON ISD,20,13535,04/12/2016,1400 - Food Safety,1403,"a. In the comments section, list the dates of the two (2) most recent food safety inspections."
2015 - 2016,00091,JUDSON ISD,20,13535,04/12/2016,200 - Verification,211,"Does the SFA’s verification notification letter include all required information?   If NO, explain."
2015 - 2016,00091,JUDSON ISD,20,13535,04/12/2016,700 - Resource Management (2016),706,Did the SFA complete a process to ensure its compliance with the net cash resources limitation to a level at or below three months’ average expenses? This process could include a current SA Approved Plan to address resources that exceed the net cash resource limitation.
2015 - 2016,00533,KARNACK ISD,7,18216,04/12/2016,1400 - Food Safety,1406,Were the selected relevant temperature logs available for review? If YES to specify which date was selected. If NO explain.
2015 - 2016,00533,KARNACK ISD,7,18216,04/12/2016,1900 - Fresh Fruit and Vegetable Program (FFVP),1905,"Is the FFVP widely publicized within the school?  If NO, explain."
2015 - 2016,00533,KARNACK ISD,7,18216,04/12/2016,400 - Meal Components and Quantities - Breakfast,401,Did all meals observed for the day of review counted for reimbursement contain all of the required meal components?
2015 - 2016,00533,KARNACK ISD,7,18216,04/12/2016,400 - Meal Components and Quantities - Lunch,410,"Did all reviewed meals during the review period (production records and other supporting documentation) indicate that all of the required meal components per weekly meal pattern requirements were offered and served to students? If NO, explain any errors identified and the technical assistance provided. Indicate if the violations identified were repeat violations for the SFA. Record the number of meals observed missing required meal components on the S-1, 17. Record only the number of incomplete meals claimed for reimbursement that will be subject to fiscal action in the appropriate field on S-1, 18."
2015 - 2016,00533,KARNACK ISD,7,18216,04/12/2016,800 - Civil Rights,805,How are students with special dietary needs accommodated?
2015 - 2016,00533,KARNACK ISD,7,18216,04/12/2016,900 - SFA On Site Monitoring,,
2015 - 2016,00683,KAUFMAN ISD,10,18253,04/12/2016,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,00683,KAUFMAN ISD,10,18253,04/12/2016,1400 - Food Safety,1407,"Were on-site (or Off-site, if observed) storage violations observed?  If YES, explain."
2015 - 2016,00683,KAUFMAN ISD,10,18253,04/12/2016,800 - Civil Rights,801,Does the School Food Authority have a Public Release?
2015 - 2016,00761,NEW HOME ISD,17,14182,04/12/2016,100 - Certification and Benefit Issuance,128,"Are the correct conversion factors used when processing applications that indicate more than one income frequency?  If NO, explain."
2015 - 2016,00761,NEW HOME ISD,17,14182,04/12/2016,1000 - Local School Wellness Policy,1005,Does the SFA have a copy of the most recent assessment on the implementation of the Local School Wellness Policy?  Provide a copy.
2015 - 2016,00761,NEW HOME ISD,17,14182,04/12/2016,1400 - Food Safety,1406,Were the selected relevant temperature logs available for review? If YES to specify which date was selected. If NO explain.
2015 - 2016,00761,NEW HOME ISD,17,14182,04/12/2016,400 - Meal Components and Quantities - Lunch,411,a. Do planned menu quantities  meet meal pattern requirements for the review period?
2015 - 2016,00761,NEW HOME ISD,17,14182,04/12/2016,800 - Civil Rights,801,Does the School Food Authority have a Public Release?
2015 - 2016,00968,ODEM-EDROY ISD,2,14387,04/12/2016,100 - Certification and Benefit Issuance,128,"Are the correct conversion factors used when processing applications that indicate more than one income frequency?  If NO, explain."
2015 - 2016,00933,PECOS-BARSTOW-TOYAH ISD,18,14352,04/12/2016,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,00933,PECOS-BARSTOW-TOYAH ISD,18,14352,04/12/2016,500 - Offer versus Serve,502,"Is there signage explaining what constitutes a reimbursable meal to students including the requirement to select at least 1/2 cup fruit or vegetable?  If NO, explain and list the technical assistance provided."
2015 - 2016,00204,PROSPER ISD,10,18239,04/12/2016,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,00204,PROSPER ISD,10,18239,04/12/2016,100 - Certification and Benefit Issuance,128,"Are the correct conversion factors used when processing applications that indicate more than one income frequency?  If NO, explain."
2015 - 2016,00204,PROSPER ISD,10,18239,04/12/2016,900 - SFA On Site Monitoring,900,"How does the SFA ensure that all schools are meeting program requirements? For example, how and when is monitoring conducted?"
2015 - 2016,00338,RED OAK ISD,10,13775,04/12/2016,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,00157,SAN BENITO CONS ISD,1,13599,04/12/2016,800 - Civil Rights,811,"Did meal service observations on the day of review indicate that program benefits were made available to all children without discrimination?  If NO, explain."
2015 - 2016,00303,ARGYLE ISD,11,13741,04/13/2016,1400 - Food Safety,1406,Were the selected relevant temperature logs available for review? If YES to specify which date was selected. If NO explain.
2015 - 2016,00934,BALMORHEA ISD,18,18322,04/13/2016,1700 - Afterschool Snack,1706,Review production records for a minimum of 5 days from the review period.
2015 - 2016,00934,BALMORHEA ISD,18,18322,04/13/2016,300 - Meal Counting and Claiming - Lunch,320,Are meal count totals by category combined and recorded correctly?
2015 - 2016,01165,BOYD ISD,11,18265,04/13/2016,900 - SFA On Site Monitoring,901,a. Was the on-site review of the meal counting and claiming procedure completed prior to February 1?
2015 - 2016,01165,BOYD ISD,11,18265,04/13/2016,Additional Review Questions,5.,Is the CE purchasing items as awarded?
2015 - 2016,00362,CHILTON ISD,12,13798,04/13/2016,800 - Civil Rights,806,"When was the SFA’s most recent civil rights training for staff who interact with program applicants or participants (i.e., cafeteria staff, F/R application approval staff) and their supervisors?    Provide supporting documentation for the responses."
2015 - 2016,01186,"EL PASO EDUCATION INITIATIVE, INC. (THE) Vista Del Futuro",19,14593,04/13/2016,200 - Verification,200,Obtain a copy of the SFA’s most recently submitted FNS-742 (Verification Collection Report).
2015 - 2016,00168,MCLEOD ISD,8,13610,04/13/2016,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,00168,MCLEOD ISD,8,13610,04/13/2016,1300 - Water,1300,Is free potable water available to all students for lunch (in each location where lunches are served during the meal service) and for breakfast (when breakfast is served in the cafeteria)?
2015 - 2016,00168,MCLEOD ISD,8,13610,04/13/2016,200 - Verification,208,"When a confirmation review was conducted,"
2015 - 2016,00168,MCLEOD ISD,8,13610,04/13/2016,200 - Verification,209,Based on the review of verified applications:
2015 - 2016,00168,MCLEOD ISD,8,13610,04/13/2016,400 - Meal Components and Quantities - Lunch,410,"Did all reviewed meals during the review period (production records and other supporting documentation) indicate that all of the required meal components per weekly meal pattern requirements were offered and served to students? If NO, explain any errors identified and the technical assistance provided. Indicate if the violations identified were repeat violations for the SFA. Record the number of meals observed missing required meal components on the S-1, 17. Record only the number of incomplete meals claimed for reimbursement that will be subject to fiscal action in the appropriate field on S-1, 18."
2015 - 2016,00168,MCLEOD ISD,8,13610,04/13/2016,Additional Review Questions,1,Were funds expensed on something that would improve the Direct Certification process?
2015 - 2016,00902,PEASTER ISD,11,18257,04/13/2016,200 - Verification,215,a. Did the SFA complete verification by November 15?
2015 - 2016,00902,PEASTER ISD,11,18257,04/13/2016,300 - Meal Counting and Claiming,314,"Is the SFA following their approved SFA-SA Agreement/application (including POS)?  If NO, explain."
2015 - 2016,00100,WALNUT SPRINGS ISD,12,18276,04/13/2016,1300 - Water,1300,Is free potable water available to all students for lunch (in each location where lunches are served during the meal service) and for breakfast (when breakfast is served in the cafeteria)?
2015 - 2016,00100,WALNUT SPRINGS ISD,12,18276,04/13/2016,1400 - Food Safety,1402,Is a copy of the written food safety plan available?
2015 - 2016,00100,WALNUT SPRINGS ISD,12,18276,04/13/2016,800 - Civil Rights,800,What is the non-discrimination statement that is used for appropriate Program materials (please provide exact language)?
2015 - 2016,00301,AUBREY ISD,11,13739,04/14/2016,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,01027,AZLE ISD,11,18263,04/14/2016,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,01027,AZLE ISD,11,18263,04/14/2016,1500 - Reporting and Recordkeeping,1503,"Are records retained for 3 years after the final claim for reimbursement for the fiscal year or until resolution of any audits? If NO, describe reason."
2015 - 2016,01027,AZLE ISD,11,18263,04/14/2016,300 - Meal Counting and Claiming,313,"For each question on the Off-Site Assessment Tool (Questions 300 - 312), do the responses provided demonstrate compliance with FNS requirements and reflect current practices?  If NO, explain."
2015 - 2016,01027,AZLE ISD,11,18263,04/14/2016,300 - Meal Counting and Claiming,316,All Schools for the Review Period
2015 - 2016,01027,AZLE ISD,11,18263,04/14/2016,300 - Meal Counting and Claiming - Breakfast,325,"a. For the review period, complete S-1, 19."
2015 - 2016,01027,AZLE ISD,11,18263,04/14/2016,300 - Meal Counting and Claiming - Breakfast,322,"a. Were there any days when the free, reduced price or paid meal counts exceeded the number of free, reduced price, or paid eligible students?"
2015 - 2016,01027,AZLE ISD,11,18263,04/14/2016,700 - Resource Management (2016),714,Did the SFA generate at least as great a share of total revenue from nonprogram foods as nonprogram foods contributed to total food costs?
2015 - 2016,00659,BEN BOLT-PALITO BLANCO ISD,2,14080,04/14/2016,1400 - Food Safety,1402,Is a copy of the written food safety plan available?
2015 - 2016,00659,BEN BOLT-PALITO BLANCO ISD,2,14080,04/14/2016,700 - Resource Management (2016),712,Did the SFA have a system or process in place that allows it to separate its nonprogram food costs from its program food costs?
2015 - 2016,00659,BEN BOLT-PALITO BLANCO ISD,2,14080,04/14/2016,700 - Resource Management (2016),713,Did the SFA use the USDA Nonprogram Food Revenue Tool or a USDA-approved alternative method to assess its compliance with the revenue from nonprogram food requirements [7 CFR 210.14(f)]?
2015 - 2016,00659,BEN BOLT-PALITO BLANCO ISD,2,14080,04/14/2016,900 - SFA On Site Monitoring,901,a. Was the on-site review of the meal counting and claiming procedure completed prior to February 1?
2015 - 2016,00645,FT DAVIS ISD,18,18320,04/14/2016,100 - Certification and Benefit Issuance,131,"Are any applications denied incorrectly?  If YES, record student names on the SFA-2."
2015 - 2016,00765,JEFFERSON ISD,8,14186,04/14/2016,400 - Meal Components and Quantities - Breakfast,401,Did all meals observed for the day of review counted for reimbursement contain all of the required meal components?
2015 - 2016,00872,PORT ARANSAS ISD,2,14292,04/14/2016,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,00365,ROSEBUD-LOTT ISD,12,13801,04/14/2016,800 - Civil Rights,810,Do appropriate Program materials use the non-discrimination statement?
2015 - 2016,00014,ZAVALLA ISD,7,13462,04/14/2016,200 - Verification,209,Based on the review of verified applications:
2015 - 2016,00014,ZAVALLA ISD,7,13462,04/14/2016,200 - Verification,208,"When a confirmation review was conducted,"
2015 - 2016,00014,ZAVALLA ISD,7,13462,04/14/2016,200 - Verification,215,a. Did the SFA complete verification by November 15?
2015 - 2016,00014,ZAVALLA ISD,7,13462,04/14/2016,400 - Meal Components and Quantities - Lunch,410,"Did all reviewed meals during the review period (production records and other supporting documentation) indicate that all of the required meal components per weekly meal pattern requirements were offered and served to students? If NO, explain any errors identified and the technical assistance provided. Indicate if the violations identified were repeat violations for the SFA. Record the number of meals observed missing required meal components on the S-1, 17. Record only the number of incomplete meals claimed for reimbursement that will be subject to fiscal action in the appropriate field on S-1, 18."
2015 - 2016,00180,WELLS ISD,7,18215,04/15/2016,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,00180,WELLS ISD,7,18215,04/15/2016,100 - Certification and Benefit Issuance,137,"Did the SFA accurately transfer the correct benefit from the eligibility determination document to the Point of Service benefit issuance document?  If NO, explain.  Record errors on the SFA-1."
2015 - 2016,00180,WELLS ISD,7,18215,04/15/2016,300 - Meal Counting and Claiming - Breakfast,325,"a. For the review period, complete S-1, 19."
2015 - 2016,00180,WELLS ISD,7,18215,04/15/2016,300 - Meal Counting and Claiming - Lunch,325,"a. For the review period, complete S-1, 19."
2015 - 2016,01003,BRECKENRIDGE ISD,14,14421,04/18/2016,1100 - Smart Snacks in School,1105.,"a. Review 10% of the food and beverages sold during the review month. Do foods and beverages sold to students during the school day (defined as 12am on a day of instruction to 30 minutes after the end of the official school day), including a la carte foods and beverages sold during meal services, meet Smart Snack standards? (Includes food items sold during non-exempt fundraisers)  If NO, explain."
2015 - 2016,01003,BRECKENRIDGE ISD,14,14421,04/18/2016,1400 - Food Safety,1406,Were the selected relevant temperature logs available for review? If YES to specify which date was selected. If NO explain.
2015 - 2016,01003,BRECKENRIDGE ISD,14,14421,04/18/2016,1400 - Food Safety,1405,"Was the SFA's written food safety plan implemented?   If NO, explain."
2015 - 2016,01003,BRECKENRIDGE ISD,14,14421,04/18/2016,200 - Verification,215,a. Did the SFA complete verification by November 15?
2015 - 2016,01003,BRECKENRIDGE ISD,14,14421,04/18/2016,300 - Meal Counting and Claiming,314,"Is the SFA following their approved SFA-SA Agreement/application (including POS)?  If NO, explain."
2015 - 2016,01003,BRECKENRIDGE ISD,14,14421,04/18/2016,400 - Meal Components and Quantities - Breakfast,410,"Did all reviewed meals during the review period (production records and other supporting documentation) indicate that all of the required meal components per weekly meal pattern requirements were offered and served to students? If NO, explain any errors identified and the technical assistance provided. Indicate if the violations identified were repeat violations for the SFA. Record the number of meals observed missing required meal components on the S-1, 17. Record only the number of incomplete meals claimed for reimbursement that will be subject to fiscal action in the appropriate field on S-1, 18."
2015 - 2016,01003,BRECKENRIDGE ISD,14,14421,04/18/2016,400 - Meal Components and Quantities - Lunch,411,a. Do planned menu quantities  meet meal pattern requirements for the review period?
2015 - 2016,01003,BRECKENRIDGE ISD,14,14421,04/18/2016,400 - Meal Components and Quantities - Lunch,410,"Did all reviewed meals during the review period (production records and other supporting documentation) indicate that all of the required meal components per weekly meal pattern requirements were offered and served to students? If NO, explain any errors identified and the technical assistance provided. Indicate if the violations identified were repeat violations for the SFA. Record the number of meals observed missing required meal components on the S-1, 17. Record only the number of incomplete meals claimed for reimbursement that will be subject to fiscal action in the appropriate field on S-1, 18."
2015 - 2016,01003,BRECKENRIDGE ISD,14,14421,04/18/2016,900 - SFA On Site Monitoring,901,a. Was the on-site review of the meal counting and claiming procedure completed prior to February 1?
2015 - 2016,01003,BRECKENRIDGE ISD,14,14421,04/18/2016,Additional Review Questions,1,"Does the CE have a certificate of debarment and suspension, lobbying and the clean air/clean water act in the competitive procurement options?"
2015 - 2016,01003,BRECKENRIDGE ISD,14,14421,04/18/2016,Additional Review Questions,3,"Was the competitive procurement procedures used on purchases of $100,000 or more concerning RCCI and private schools and $50,000 concerning public schools?"
2015 - 2016,01003,BRECKENRIDGE ISD,14,14421,04/18/2016,Resource Mgt Comprehensive Review (2016),15,"Were breakfasts and lunches served to teachers, administrators, custodians and other adults priced so that the adult payment in combination with any per-lunch revenues from other sources designated specifically for the support of adult meals (such as State or local fringe benefit or payroll funds, or funding from voluntary agencies) was sufficient to cover the overall cost of the lunch?"
2015 - 2016,00275,CEDAR HILL ISD,10,13713,04/18/2016,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,00275,CEDAR HILL ISD,10,13713,04/18/2016,1700 - Afterschool Snack,1704,a. Are snacks being properly counted and claimed?
2015 - 2016,00275,CEDAR HILL ISD,10,13713,04/18/2016,1700 - Afterschool Snack,1707,a. Has the program been monitored within the first 4 weeks of operation each year?
2015 - 2016,00275,CEDAR HILL ISD,10,13713,04/18/2016,200 - Verification,215,a. Did the SFA complete verification by November 15?
2015 - 2016,00275,CEDAR HILL ISD,10,13713,04/18/2016,200 - Verification,208,"When a confirmation review was conducted,"
2015 - 2016,00275,CEDAR HILL ISD,10,13713,04/18/2016,300 - Meal Counting and Claiming,316,All Schools for the Review Period
2015 - 2016,00275,CEDAR HILL ISD,10,13713,04/18/2016,300 - Meal Counting and Claiming - Breakfast,320,Are meal count totals by category combined and recorded correctly?
2015 - 2016,05376,"RICHARD MILBURN ACADEMY TEXAS, INC.",20,21219,04/18/2016,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,05376,"RICHARD MILBURN ACADEMY TEXAS, INC.",20,21219,04/18/2016,100 - Certification and Benefit Issuance,137,"Did the SFA accurately transfer the correct benefit from the eligibility determination document to the Point of Service benefit issuance document?  If NO, explain.  Record errors on the SFA-1."
2015 - 2016,05376,"RICHARD MILBURN ACADEMY TEXAS, INC.",20,21219,04/18/2016,400 - Meal Components and Quantities - Lunch,411,a. Do planned menu quantities  meet meal pattern requirements for the review period?
2015 - 2016,05376,"RICHARD MILBURN ACADEMY TEXAS, INC.",20,21219,04/18/2016,400 - Meal Components and Quantities - Lunch,411,a. Do planned menu quantities  meet meal pattern requirements for the review period?
