id,timestamp,qtr,dept,weekday,group,planned_efficiency,std_min_value,work_in_progress,extra_hours,bonus,downtime,inactive_workers,style_changes,num_workers,real_efficiency
740,2/12/2015,Q2,A,Thursday,4,0.7,30.1,419.0,7080,0,0.0,0,1,59.0,0.637711864
727,2/11/2015,Q2,B,Wednesday,9,0.8,3.94,,960,0,0.0,0,0,8.0,0.54175
855,2/19/2015,Q3,A,Thursday,8,0.7,29.4,1116.0,6240,0,0.0,0,2,57.0,0.7
663,2/8/2015,Q2,B,Sunday,8,0.7,4.15,,1800,0,0.0,0,0,15.0,0.840888889
377,1/22/2015,Q4,A,Thursday,1,0.7,22.94,1384.0,12180,63,0.0,0,0,57.0,0.750162367
402,1/24/2015,Q4,A,Saturday,1,0.7,22.94,1472.0,10260,75,0.0,0,0,57.0,0.800643806
1147,3/9/2015,Q2,A,Monday,7,0.5,30.48,1161.0,6600,0,0.0,0,1,55.0,0.500610909
316,1/18/2015,Q3,A,Sunday,1,0.8,49.1,1381.0,10350,24,0.0,0,0,57.5,0.403242161
590,2/3/2015,Q1,B,Tuesday,12,0.8,4.08,,1080,0,0.0,0,0,9.0,0.778222222
1008,3/2/2015,Q1,A,Monday,1,0.65,26.66,1527.0,6840,65,0.0,0,0,57.0,0.800579532
927,2/25/2015,Q4,A,Wednesday,4,0.8,30.1,323.0,4080,50,0.0,0,1,59.0,0.800808642
636,2/7/2015,Q1,B,Saturday,2,0.8,3.94,,3000,0,0.0,0,0,25.0,1.050666667
1096,3/7/2015,Q1,A,Saturday,9,0.75,18.79,1226.0,3480,45,0.0,0,0,51.0,0.749987124
988,3/1/2015,Q1,A,Sunday,8,0.75,29.4,622.0,6240,56,0.0,0,0,57.0,0.75075
238,1/14/2015,Q2,B,Wednesday,11,0.8,4.15,,1980,0,0.0,0,0,7.0,0.934607438
168,1/10/2015,Q2,A,Saturday,5,0.5,20.79,966.0,7680,0,0.0,0,0,56.0,0.388007813
240,1/14/2015,Q2,A,Wednesday,7,0.8,25.9,1150.0,10170,70,0.0,0,0,56.5,0.900144811
556,2/1/2015,Q1,A,Sunday,11,0.7,20.1,1192.0,6120,75,0.0,0,0,54.0,0.700508929
82,1/5/2015,Q1,A,Monday,5,0.6,21.98,666.0,6960,23,0.0,0,0,58.0,0.600028736
617,2/4/2015,Q1,A,Wednesday,4,0.35,30.1,287.0,6060,23,150.0,15,0,55.5,0.350706422
319,1/19/2015,Q3,B,Monday,9,0.8,3.94,,1800,0,0.0,0,0,10.0,0.964106061
236,1/13/2015,Q2,A,Tuesday,4,0.5,22.4,783.0,10170,23,0.0,0,0,56.5,0.500380799
629,2/5/2015,Q1,B,Thursday,10,0.8,3.94,,960,0,0.0,0,0,8.0,0.771583333
655,2/8/2015,Q2,A,Sunday,2,0.8,22.52,1233.0,6900,113,0.0,0,0,57.5,1.000018551
742,2/12/2015,Q2,B,Thursday,5,0.7,4.15,,240,0,0.0,0,0,2.0,0.58
496,1/28/2015,Q4,A,Wednesday,7,0.6,23.54,958.0,6600,0,0.0,0,0,55.0,0.285333333
479,1/28/2015,Q4,B,Wednesday,6,0.35,2.9,,1800,0,0.0,0,0,15.0,0.977555556
976,2/28/2015,Q4,B,Saturday,12,0.8,4.6,,3780,0,0.0,0,0,9.0,0.590617284
1166,3/10/2015,Q2,A,Tuesday,6,0.7,23.41,1180.0,4560,30,0.0,0,1,38.0,0.700246491
345,1/20/2015,Q3,B,Tuesday,9,0.8,3.94,,1800,0,0.0,0,0,10.0,0.72830303
953,2/26/2015,Q4,A,Thursday,10,0.7,21.82,1591.0,3240,0,0.0,0,1,52.0,0.700251773
574,2/2/2015,Q1,B,Monday,8,0.65,4.15,,960,0,0.0,0,0,8.0,0.561979167
759,2/14/2015,Q2,A,Saturday,8,0.7,30.1,824.0,5160,0,0.0,0,1,60.0,0.700206125
150,1/10/2015,Q2,B,Saturday,4,0.8,3.94,,6000,0,0.0,0,0,20.0,0.911589744
1087,3/7/2015,Q1,B,Saturday,12,0.8,4.6,,1080,0,0.0,0,0,9.0,0.868888889
332,1/19/2015,Q3,A,Monday,7,0.8,48.84,1040.0,10260,30,0.0,0,0,57.0,0.576460393
222,1/13/2015,Q2,A,Tuesday,9,0.8,26.16,1156.0,10620,75,0.0,0,0,59.0,0.850502311
182,1/11/2015,Q2,A,Sunday,2,0.8,28.08,805.0,10530,63,0.0,0,0,58.5,0.8
396,1/24/2015,Q4,A,Saturday,2,0.75,22.94,1606.0,10260,94,0.0,0,0,57.0,0.90064806
1016,3/2/2015,Q1,A,Monday,8,0.75,29.4,551.0,6840,45,0.0,0,0,57.0,0.750473684
228,1/13/2015,Q2,A,Tuesday,12,0.8,11.61,1063.0,5670,50,0.0,0,0,31.5,0.800246753
659,2/8/2015,Q2,A,Sunday,3,0.8,22.52,1283.0,6720,88,0.0,0,0,56.0,0.900129762
186,1/11/2015,Q2,B,Sunday,8,0.8,2.9,,1440,0,0.0,0,0,8.0,0.653598485
40,1/4/2015,Q1,B,Sunday,3,0.75,4.15,,1560,0,0.0,0,0,8.0,0.991388889
220,1/13/2015,Q2,B,Tuesday,9,0.8,3.94,,1440,0,0.0,0,0,8.0,0.858143939
361,1/21/2015,Q3,A,Wednesday,5,0.7,20.4,1404.0,10440,50,0.0,0,0,58.0,0.750344828
847,2/19/2015,Q3,A,Thursday,4,0.8,30.1,859.0,7020,63,0.0,0,1,58.5,0.800094017
310,1/18/2015,Q3,A,Sunday,3,0.65,22.52,1138.0,10170,35,0.0,0,0,56.5,0.650416734
955,2/26/2015,Q4,B,Thursday,12,0.8,4.6,,3780,0,0.0,0,0,9.0,0.590617284
922,2/25/2015,Q4,A,Wednesday,9,0.75,18.79,1085.0,6240,56,0.0,0,1,52.0,0.970816667
1098,3/7/2015,Q1,B,Saturday,1,0.7,3.94,,960,0,0.0,0,0,8.0,0.664875
1019,3/2/2015,Q1,A,Monday,5,0.65,27.48,544.0,6720,34,0.0,0,0,56.0,0.700903571
126,1/8/2015,Q2,B,Thursday,1,0.8,3.94,,1440,0,0.0,0,0,8.0,0.947689394
575,2/2/2015,Q1,B,Monday,1,0.75,3.94,,2280,0,0.0,0,0,19.0,0.504596491
844,2/19/2015,Q3,B,Thursday,3,0.5,5.13,,2880,0,0.0,0,0,12.0,0.81640625
752,2/14/2015,Q2,B,Saturday,12,0.8,4.08,,1080,0,0.0,0,0,9.0,0.800888889
69,1/5/2015,Q1,A,Monday,8,0.8,25.9,1047.0,6780,38,0.0,0,0,56.5,0.800684366
92,1/6/2015,Q1,A,Tuesday,2,0.8,28.08,716.0,10350,50,0.0,0,0,57.5,0.800594466
96,1/6/2015,Q1,A,Tuesday,7,0.8,25.9,1035.0,10170,38,0.0,0,0,56.5,0.800128721
758,2/14/2015,Q2,B,Saturday,8,0.7,4.15,,960,0,0.0,0,0,8.0,0.725625
714,2/11/2015,Q2,A,Wednesday,1,0.8,22.52,1498.0,0,113,0.0,0,0,57.0,1.000065789
1070,3/5/2015,Q1,B,Thursday,11,0.8,2.9,,1200,0,0.0,0,0,10.0,0.927291667
13,1/1/2015,Q1,B,Thursday,10,0.65,3.94,,960,0,0.0,0,0,8.0,0.705916667
684,2/9/2015,Q2,A,Monday,11,0.75,10.05,103.0,0,45,0.0,0,0,54.0,0.750648148
440,1/26/2015,Q4,B,Monday,5,0.7,4.15,,2700,0,0.0,0,0,15.0,0.959191919
957,2/26/2015,Q4,A,Thursday,4,0.8,30.1,437.0,7080,32,0.0,0,2,59.0,0.495617514
1118,3/8/2015,Q2,B,Sunday,11,0.8,2.9,,960,0,0.0,0,0,8.0,0.755208333
103,1/6/2015,Q1,B,Tuesday,7,0.8,2.9,,1440,0,0.0,0,0,8.0,0.61625
937,2/25/2015,Q4,B,Wednesday,8,0.7,4.6,,960,0,0.0,0,0,8.0,0.658541667
8,1/1/2015,Q1,A,Thursday,2,0.75,19.87,733.0,6000,34,0.0,0,0,55.0,0.753097531
996,3/1/2015,Q1,A,Sunday,11,0.8,11.61,347.0,0,50,4.0,20,0,57.0,0.682433036
404,1/24/2015,Q4,A,Saturday,6,0.8,11.61,1009.0,5640,63,0.0,0,0,32.0,0.800537143
794,2/16/2015,Q3,A,Monday,4,0.75,30.1,912.0,7020,0,0.0,0,1,58.0,0.750356125
71,1/5/2015,Q1,A,Monday,11,0.8,19.31,678.0,4800,50,0.0,0,0,55.0,0.800250962
287,1/17/2015,Q3,A,Saturday,1,0.8,48.68,171.0,10620,63,0.0,0,0,59.0,0.800117103
864,2/22/2015,Q4,B,Sunday,3,0.5,5.13,,1800,0,0.0,0,0,15.0,0.8721
362,1/21/2015,Q3,A,Wednesday,3,0.7,22.52,1139.0,10260,63,0.0,0,0,57.0,0.750068049
593,2/3/2015,Q1,A,Tuesday,6,0.7,18.79,913.0,4020,30,0.0,0,0,33.5,0.700184577
221,1/13/2015,Q2,A,Tuesday,1,0.8,26.16,1073.0,10620,75,0.0,0,0,59.0,0.850502311
30,1/3/2015,Q1,A,Saturday,6,0.8,25.9,1152.0,6720,50,0.0,0,0,56.0,0.800125
980,2/28/2015,Q4,A,Saturday,4,0.5,26.66,556.0,6960,23,0.0,0,2,58.0,0.500258046
60,1/4/2015,Q1,B,Sunday,11,0.75,4.15,,960,0,0.0,0,0,8.0,0.345833333
782,2/15/2015,Q3,A,Sunday,2,0.8,22.52,12.0,6900,0,0.0,0,0,57.5,0.432122899
453,1/26/2015,Q4,B,Monday,7,0.65,3.94,,1440,0,0.0,0,0,8.0,0.646306818
1073,3/5/2015,Q1,B,Thursday,4,0.7,3.94,,960,0,0.0,0,0,8.0,0.812625
274,1/15/2015,Q3,B,Thursday,8,0.8,2.9,,1440,0,0.0,0,0,8.0,0.606912879
190,1/11/2015,Q2,B,Sunday,7,0.8,2.9,,1440,0,0.0,0,0,8.0,0.590435606
791,2/16/2015,Q3,A,Monday,12,0.8,15.26,1079.0,3720,38,0.0,0,0,34.0,0.800312375
174,1/11/2015,Q2,B,Sunday,9,0.8,3.94,,1440,0,0.0,0,0,8.0,0.858143939
2,1/1/2015,Q1,A,Thursday,11,0.8,11.41,968.0,3660,50,0.0,0,0,30.5,0.800570492
1107,3/8/2015,Q2,B,Sunday,12,0.8,4.6,,1080,0,0.0,0,0,9.0,0.945555556
567,2/2/2015,Q1,B,Monday,4,0.8,4.3,,1440,0,0.0,0,0,12.0,0.809236111
641,2/7/2015,Q1,B,Saturday,12,0.8,4.08,,1080,0,0.0,0,0,9.0,0.899111111
406,1/24/2015,Q4,A,Saturday,12,0.75,15.26,1316.0,6120,40,0.0,0,0,34.0,0.750079323
455,1/26/2015,Q4,A,Monday,11,0.35,28.08,749.0,10260,23,0.0,0,0,57.0,0.350066986
867,2/22/2015,Q4,B,Sunday,11,0.6,2.9,,2880,0,0.0,0,0,12.0,0.805555556
337,1/20/2015,Q3,B,Tuesday,5,0.7,4.15,,1440,0,0.0,0,0,8.0,1.033570076
